Candidate,Candidate_Entity:id,Num_of_Records,Total_dollar
"SETTLEMOIR-BERG, KAREN",39656788,339,176061.28
"SMITH, EDDIE",23424692,346,176011.54
"MONTES, JOE",39707188,86,175979.67
"KAHELE, KAIALI I",40622379,366,175758.66
"BARELA, THEODORE (TED)",39176916,372,175674.39
"MAGAR, MARYLYNN",11029412,295,175488.91
"CERA, JACK",4228409,522,175480.56
"SPIEGEL, ELLEN",6491182,185,175220.29
"CARLTON, MAGGIE",6395718,125,175059.57
"WEBB, JENNIFER N",41676832,802,174353.87
"MAYLA, CHRISTINE",42689456,338,174243.11
"MESSER, JIM",41676641,576,174191.23
"ACEVEDO, ALEXANDER (ALEX)",38445032,218,173875.76
"PEARSON, CHRISTOPHER A",6553009,48,173635.46
"GALLOWAY, G G",41676619,164,173606.95
"HARRELL, BRETT",6688735,281,173458.46
"SAWYER, DAVID J",13007765,295,173412.95
"LINDY, BEN",37970366,477,173267.21
"ESPINOZA, DIEGO L",39176900,448,172992.09
"OBRIEN, SEAN J",2868635,301,172985.61
"LATOURETTE, SARAH M",22117004,260,172958.28
"RUGGERIO, DOMINICK J",13013433,611,172920.01
"GARDNER, DAVID M",23560453,117,172855.23
"MILES, SUZANNE",19453985,220,172710.61
"CUTLER, BRYAN D",13005831,320,172488.45
"HAGER, KRISTI",38144052,153,172474.28
"CYMBROWITZ, STEVEN",5738327,220,172292.9
"BENNETT, THOMAS M",6700390,258,172274.18
"VAN ZANT, KATHERINE",41676708,339,171997.12
"COLTON, WILLIAM",5597234,866,171792
"HOPPER, R D",28136173,97,171674.29
"MAY, DONALD ROBERT LEE",11267278,82,171564
"WELLS JR, WILFRED ANDREW",10886167,272,171444.58
"PACHECO, MARC RICHARD",217241,629,171258.44
"CAMPBELL, DAPHNE",6509188,341,171224.25
"COGHILL JR, JOHN B",6604152,574,171170.9
"LONGORIA, OSCAR",10238405,189,171158.3
"MCMILLAN, TERRY H",13004393,253,171107.26
"BICHOTTE, RODNEYSE",4467113,342,171059.91
"RAMOS, PHILIP R",13009151,193,171013
"LELAND, DAVID",2622226,355,170820.86
"FITZENHAGEN, HEATHER DAWES",11029406,358,170818
"GLICK, DEBORAH J",2049486,448,170784.35
"ELLIOTT, DANIEL B",38601755,291,170446.31
"CANTRELL, MCKENZIE",37962583,221,170445.13
"ORTITAY, JASON A",23442825,153,170422.06
"BRADY JR, WILLIAM E (BILL)",2659336,268,170258.03
"INGLE, STUART",6579379,207,170124.62
"BUTLER, TIM",3073755,272,169983.58
"THOMPSON, JAMES L",39434478,218,169905.17
"FINLAY III, KIRKMAN",7953192,471,169805.07
"VANASSCHE, DAVID J",39849771,34,169742.74
"GOULD, CANDACE RUTH",28209893,260,169359.22
"OLSON, JUSTIN",6690603,80,169321.21
"MCDONNELL, MIKE",9926532,161,169307.09
"CARTER, HEATHER",6690503,554,169183.89
"OCONNELL, SHAUNNA L",6691218,1486,169143.82
"HOOTON, EDITH RUSSELL (EDIE)",5994140,690,168995.78
"COHEN, LESLEY ELIZABETH",9714575,178,168862.02
"POWELL JR, ALFRED J (JAY)",6676243,239,168558.16
"GEIST, SUZANNE",26791733,185,168544.06
"WOZNIAK, JOHN N",6387331,314,168540
"MCCARTHY, PAT (PATRICE)",40587907,537,168518.8
"HAMBRICK, JOHN C",6676297,129,168354.75
"JACKSON, JARRIN DALE",38300326,177,168329.61
"TOTH, STEVE",37969925,106,168288.4
"GARNER, TRENT",32117206,299,168044.4
"SCHNEIDER, CHARLES",12364611,570,167991.37
"SULLIVAN, TOM",20653952,955,167807.4
"NELSON, ERIC R",38068746,204,167767.44
"ATKINSON, JACQUIE",35972964,251,167707.97
"SOLON, SHEILA",3692996,261,167690.19
"SLOSBERG, EMILY",40738768,161,167586.09
"MCLACHLAN, BARBARA HALL",40461515,928,167534.98
"BARRINGER, TAMARA P",10886780,255,167322.52
"GOLICK, RICHARD M (RICH)",7802635,209,167172.38
"MASSEY JR, WILLIAM NATHAN",9418040,121,167141.13
"MORSE, NICHOLAS GRANT",40426672,104,167133.24
"MCCLURE, BILL",41676606,18,167017.71
"QUIGLEY, THOMAS J",13005992,134,167006.06
"MISHLER, RYAN D",6659155,327,166951
"DONALDS, BYRON",41676846,619,166894.45
"MARTWICK JR, ROBERT F",6514740,143,166876
"OLIVIER, CLINT",38179530,112,166617.99
"SIMS JR, ELGIE R",6514877,231,166570.27
"KANNADY, CHRIS",23442501,255,166524.63
"GORDON-BOOTH, JEHAN A",6485906,171,166250
"ORTEGA, EVELINA (LINA)",37969747,308,166226.02
"COOMER, CHRISTIAN",6688603,263,166224.71
"AUSTIN, JOHN",42748634,1044,166194.59
"ROLFES, CHRISTINE NASSER",3607851,599,166144.51
"WILLHITE, MATTHEW A",12569393,347,166137.84
"STONE, JESSE",6688895,311,165728.31
"STEWART, LINDA",40766466,338,165532.64
"HANSON, MEAGAN",21247925,323,165507.45
"KNOBLACH, JIM",6597579,301,165468.32
"GERVIN-HAWKINS, BARBARA",37969819,267,165107.63
"HAWJ, FOUNG",6518345,172,164972.93
"HEJHAL, TIM",39447242,193,164869.13
"KOCH, ERIC A",6592338,227,164772.08
"HUDGINS, ZACHARY L (ZUCK)",13007586,471,164756.54
"PYLE, DENNIS D",13000500,443,164751.99
"MOORE, MICHAEL O",249185,804,164443.94
"LAVINE, CHARLES D",13009161,342,164429
"ADAMS, JOHN W",6559736,403,164426.56
"BENYAK, ALAN D",4802883,166,164408.47
"GODSHALL, ROBERT W",6569398,210,164355.57
"SAULS II, JOHN IRWIN",38445502,93,164337.76
"PIERCE, BOBBY J",12997575,214,164250
"KUMAR, VIJAY",965212,17,164121
"SCHERER, LARRY",39451311,170,164017.54
"ARAUJO, NELSON",23560338,150,163983
"LEONARD III, THOMAS L",25630,457,163683.6
"CASADA, GLEN",6607203,250,163544.66
"NAVARRO, TRINIDAD",15440166,468,163494.95
"SYKES, VERNON",2614310,382,163348.58
"CAMPHOUS-PETERSON, DANA",39849863,435,163257.84
"BARRAR, STEPHEN E",13006039,484,162986.47
"STITES, TOM",26761559,395,162907
"TARR, BRUCE",39412,675,162802.46
"HARTLAUB, LAWRENCE D",37970452,251,162702.78
"VOS, ROBIN J",3217195,769,162655.44
"LAFAVE, BEAU MATTHEW",39850015,286,162311.7
"REEDY, JAY D.",22216006,359,162135.02
"DIDOMENICO, SALVATORE N",13012178,1054,161961.69
"SINGER, DAVID",41676823,545,161814.33
"WIRGAU, TIMOTHY",6678123,232,161660
"HOUSER, CECILIA E",39434853,94,161640.65
"MORAN, MICHAEL J",1740498,674,161604.69
"PACHEO, PAUL A",13004340,276,161435.99
"NOTTE, MICHAEL R",39849877,343,161323.15
"MCCURDY II, WILLIAM",39827571,215,161286.7
"BUTLER, KELLI SUE",14015676,940,161194.54
"AUSTIN, KEVIN",3703915,250,161179.07
"POBUR, COLLEEN",39849855,364,161124.31
"WEAVER, KIM",16149447,415,161057.75
"BANKS, BRIAN R",12719947,371,161005
"LIFFRIG-FEDORCHAK, JULIE A",10009494,158,160982.98
"ALONZO, ROBERTO R",6396552,197,160944.35
"HARRIS, DAVID",2747703,147,160868.74
"HARRIS, WAYNE R",41676600,364,160863.91
"PRITCHARD, ROBERT W",2702856,314,160747.79
"FREDERICK, BEN",12538130,731,160726.77
"HAMWAY, MARY E",8480733,383,160665.37
"BOYD, JIM",12998814,245,160564.83
"ELKINS, GARY W",6582759,197,160545.83
"KENNEDY, CHRIS",40461485,1214,160304.79
"WILSON, BRAD R",6684059,186,160148.78
"SIMON, DAVID J",14826449,539,160055
"LEVY, DIANE C",39435027,322,159913.35
"MCEACHIN, SCOTT WILLIAM",6208755,156,159859.92
"PORCH, ANDREW (ANDY)",39655578,287,159853.38
"FATTMAN, RYAN C",13001267,514,159818.69
"REARDON, MARA CANDELARIA",6470198,288,159804.99
"SOL-GUTIERREZ, ANA",5111839,255,159804.77
"RITCHIE, JASON",24616302,618,159790.87
"CORBIN, TOM",13006339,312,159735.89
"LIECHTY, LORNE",37969671,249,159688.54
"MAYBANK, ROY P",7957193,332,159685
"DAVIS, TINA MARIE",13005979,222,159540.72
"BILBRAY-AXELROD, SHANNON",39827435,235,159503.69
"YARBOROUGH, CLAY",40769504,349,159410.67
"MEHAFFIE III, THOMAS L",4824550,190,159249.39
"SOUCY, DONNA M",9862727,589,159108.19
"CARROLL, ROBERT C",41755894,276,159069.45
"CARRILLO, RICHARD",13009054,150,159002.16
"ATKINSON, JUNE ST CLAIR",6457217,751,158632.07
"RODRIGUES, RAY",11029402,284,158630
"CLEM, BRIAN L",13005274,163,158528.45
"EACHUS, CHRISTOPHER W",13789984,256,158522.9
"WITT, BRADLEY K",5514759,208,158356.14
"MARIANO, RONALD",1505986,550,158250
"HARARY, REBECCA",41755961,142,158134.41
"CARMICHAEL, MITCH B",7600179,291,158056
"LAMBERTH, WILLIAM G",11029833,269,158005
"HELM, SUSAN C (SUE)",5000963,246,157639
"COURTNEY, THOMAS G",6013552,392,157575.03
"ODONNELL, TERRY",8963616,306,157469.79
"DIAZ, OLIVIA",6508292,138,157363.57
"ZEDLER, BILL",13006999,219,157332.39
"BESKIN, BETH",13011510,320,157218.15
"SALAZAR, JOSEPH ANTHONY (JOE)",10238456,18320,157018.3
"MARTINEZ, ARMANDO (MANDO)",10244833,217,157017.25
"PEARSON, KIRK",2812703,378,156880.4
"BACA, GREGORY A",39176912,253,156838.37
"AMATO, STACEY G PHEFFER",41755853,344,156674.49
"MCDANIEL, STEVE K",13006750,199,156590
"JACK, BOB",22200617,183,156547.42
"CALVEY, KEVIN",6568540,233,156386.27
"WHITSON, SAM",39662869,217,156326.9
"HILL, JUSTIN",19692210,238,156319.29
"HOWARD, SARA",10238616,287,156262.37
"SHABAN, JOHN J",6691946,245,156254.73
"TARTE, JEFFERY P (JEFF)",5953457,185,156146.45
"BURKLEY, TONY",10238857,268,155968.94
"SMITH, BRUCE LEE",39828062,130,155826.26
"ECHOLS, JON",6676570,208,155821.82
"ENGLER, KEVIN",3826718,226,155763.4
"HOWARD, DONNA",6386851,450,155749.03
"BROWN, J PAUL",12998108,619,155714.85
"EPPS, JAMES A (BUBBER)",12999343,265,155710.41
"BAERTSCHIGER JR, HERMAN",10238792,155,155416.91
"GOICOECHEA, PETE",6596444,102,155400
"SCHOFIELD, MIKE",22205879,206,155390.08
"KIRCHHOFER, CINDY",6682297,304,155208.52
"DOYLE, STEVE",6513549,1185,155193.61
"DEGNER, KAI",42545471,258,155166.77
"PAUL, DENNIS R",11511448,247,155151.33
"FALLON, PAT",12553367,218,155118
"PONDER, MEL",40762888,368,154970.75
"CAMPOS, NORA E",196260,101,154968.93
"HALL, CHRISTINA MARIE",39176858,243,154952.91
"STRICKLAND, BRIAN",39525545,242,154943.31
"ELLIS, BRIAN L",6603434,205,154828.1
"FLYNN II, MARTIN B",11022959,332,154651.23
"SMITH, CARLOS GUILLERMO",41676803,844,154578.21
"MANDELL, GARY",38445042,54,154558.34
"KENY-GUYER, ALISSA",10238477,298,154516
"BRUCE, TERRY",6665614,332,154497.69
"SZOKA, JOHN DAVID",10886060,176,154286.95
"MORRIS, GREG",6376993,187,154100.31
"MILLER, D F (RICK)",11022464,279,154083.7
"SAYLOR, STANLEY E",13005811,196,154067.5
"WILSON, CARL",22206764,203,154005
"ROBINSON, GENITA C",2672999,235,153995.85
"PIO II, JAMES VINCENT",39435036,201,153922.59
"ONEILL, PHILIP (PK)",23594352,124,153921.06
"JACKSON, ROBERT",14860322,870,153787.59
"KING, READ",21216462,336,153780.13
"BLANCO, CESAR",22205848,266,153613.63
"MANWELLER, MATTHEW (MATT)",2918182,435,153572
"HORNE, JENNY",13006507,216,153528.74
"HENSON, STEPHEN BRADLEY (STEVE)",6389963,213,153525
"LI, GIGI K",41755936,476,153511.67
"FISCHER, JASON",65262,277,153460.68
"NELSON JR, FREDRIK ERIC",6682461,362,153442.38
"BERGER JR, PHILIP EDWARD",38445168,244,153409.28
"BERGER, EDWARD E",8861288,589,153351.64
"PARKER, DARREN W",780851,266,153049.21
"MESCHINO, JOAN",145589,843,153029.84
"YOUNG, RONALD",6582431,297,153024.4
"FOX, STEVE",13008613,49,152927
"KENNEMER, BILL",6642601,245,152527.7
"QUICK, DAN",33031722,148,152448.75
"CUNNINGHAM, RICH L",39715822,119,152397.81
"EVANKOVICH, ELI",13005677,271,152359.26
"QUINN, MARGUERITE CORR",13005987,391,152332.45
"SCHLOSSBERG, MICHAEL",11022971,394,152256.65
"CORDASCO, HEATHER L",42052960,187,152205.22
"KAUFMANN, BOBBY",11023416,662,151763.88
"BRADLEY, JEB E",6636719,449,151703.05
"DOW, REBECCA L",16109295,415,151689.22
"JERNIGAN, DARREN",13006724,232,151587.89
"NOSSE JR, ROBERT A (ROB)",14974670,262,151571.65
"MAGEE, BILL",6437362,263,151548.85
"LINT, JUANITA P",39434494,228,151478.94
"HUGHES, GREG",6606720,140,151463.76
"MARINO, STEVEN",20944502,116,151458.75
"SPRINGER, LAWRENCE STANLEY",2677782,263,151104.74
"HARMSWORTH, MARK J",13007910,326,151102.67
"LUCIDO, PETER J",47919,507,151055
"AHERN, LARRY",69210,233,150950.2
"SAUER, NICK",38445068,244,150938.53
"DAVIS, JAMES WAYLAND (JIM)",13012770,160,150905.75
"CRAWFORD, DANNY",7204622,183,150846.05
"TEIJEIRO, ANNETTE",38300368,74,150769.76
"VANHOOSER, ROSS",8654384,335,150769.65
"KENNEDY, JOHN F",24360972,225,150642.91
"MONROE-MORENO, DANIELE",24821003,343,150489.05
"STITH, LESLIE J",39494786,217,150323.34
"ARMSTRONG SR, PHILLIPS M",39435055,155,150300.68
"ALCOCK III, FRANK RAYMOND",41676721,883,150284.45
"JACOBS, JEFFREY D",38445087,94,150206.15
"HARPER, JON V",15746784,223,150145.27
"JEHLEN, PATRICIA D",162294,655,150054.15
"WILLIAMS, KENT M",6457174,275,149909.16
"ALEXANDER, JULIE",198969,601,149883.56
"KELCOURSE, JAMES",16113697,614,149778.18
"CHRISTOPHER, TRACY ELIZABETH",6697419,173,149657.23
"KRAVITZ, DICK",1313196,300,149588.63
"STEWART, FAYE",23402174,103,149390
"POWELL, JASON",2871265,263,149188.85
"PERRY, N NICK",6437534,304,149142.14
"DAY, MICHAEL S",215407,820,148707.65
"GARRETT, MICHAEL KENNEDY",38445297,871,148702.43
"MACKENZIE, RYAN E",13789797,411,148457.39
"CHATFIELD, LEE",21037648,625,148299.43
"GOLDEN JR, THOMAS A",1919550,951,147914.93
"FITZHUGH, CRAIG",6402568,178,147820
"WOODBURN, JEFFREY (JEFF)",6434890,581,147781
"NEWMAN, JEFF",11029900,25,147545.61
"TACKETT, CHARLES MACY (CHUCK)",9155059,145,147461.39
"EMRICK, JOSEPH T",4897344,278,147318.08
"HENSLEY, ANTHONY",6421385,380,147292.11
"GORDON, MICHAEL W (MIKE)",40622019,458,147206.48
"RANKER, KEVIN M",11993652,421,147127.76
"MORRISON, THOMAS R (TOM)",13000078,199,147115.5
"GINN, FRANKLIN JOSEPH (FRANK)",6688949,222,147082.16
"SMITH, ANDE ALLEN",39714353,253,147070.51
"CHRISTENSEN, LELAND",6690430,176,147035.19
"MCCOY, D CHAD",39494741,240,147029.44
"MARTINEZ, RODOLPHO S",8976750,352,146797.32
"ORANGE, VINCENT",19466485,309,146769.36
"WADE, MICHAEL L (MIKE)",40219495,141,146692.7
"TOMASSONI, DAVID J",9342602,151,146636.13
"LAW, PHILIP JOSEPH",31719500,106,146518.32
"COTTER, LEE S",6657326,254,146516.81
"MCKEAN, ANDY",39447253,179,146437.97
"LEHMAN, MATTHEW S",6675237,215,146416.22
"SULLIVAN, JENNIFER",25005014,356,146388.14
"NEVAREZ, PONCHO",10238421,177,146145.43
"KIMPSON, MARLON",15051248,443,146121.9
"GIBSON, FRANCIS D",6675560,184,146003.6
"UNSICKER, SARAH",39656757,510,145956.77
"RAND, RICK W",13000702,81,145865.01
"ROMANCHUK, MARK J",10238798,272,145846.12
"ALBRITTON, BEN",12998756,198,145782.47
"SKOUFIS, JAMES G",13789874,400,145553
"RABB, CHRISTOPHER M",39435099,607,145551.02
"KARABINCHAK, ROBERT J",6435259,116,145546.25
"MADUENO, VIRGINIA",18653854,318,145338.76
"KEENE, DENNIS",6453104,142,145289.74
"RUSH, JOHN",37970349,203,145095.96
"MAHONEY, TIMOTHY S",4985188,221,144970
"LEONHARDT, KENT",15749249,486,144828.13
"PENA, GILBERT",6679754,86,144715.13
"ROBINSON, ALBERT",6626869,105,144675.15
"BURNETT, DAVID",13011072,261,144647
"DREW, RYAN",38124672,153,144633.12
"STEVENS, JOHN D",9422162,173,144300
"HATTON, ANGIE",39494725,149,144298.15
"WISHART, ANNA",39451319,220,143907.01
"MEYER, GRAIG R",12542277,725,143885.52
"BRADFORD III, JOHN RAY",23442069,118,143850.23
"EDWARDS, CHRISTOPHER (CHRIS)",15842513,90,143833.2
"CAPITO, MOORE",39705569,487,143799.8
"INGRAM, CLAY",513059,191,143546.88
"PORTER, ELIZABETH W",68136,246,143491.45
"SCHERER, SUE",6515099,119,143449.01
"HACK, JODI L",22206703,231,143440.86
"TOPALIAN, H RITA",13008750,362,143341.95
"SPITZER, TODD",11022364,245,143224.14
"ARP, LARRY DEAN",10886111,152,143201.7
"LOPEZ, PATTY",23421247,108,143117.95
"DAVIS, WILLIAM (WILL)",6380735,176,142889
"BYRD, CHRIS",37969741,134,142810.61
"KAUFER, AARON D",11023517,237,142751.91
"PRIOLA, KEVIN G",5988512,426,142733.13
"SEXTON, JERRY W",8629310,74,142668
"NOELKER, BILL",38601752,378,142528.5
"WRAY, MICHAEL H",5918516,206,142344.24
"BLACK, C ELLIS",12999348,267,142339.02
"COLLIER, NICOLE",10238433,190,142293
"LANDTROOP, JIM",37969756,135,142182.02
"BRANN, TOMMY",23593010,70,142129.71
"OWENS, RELDON",41316466,131,142035
"FREEMAN, MARK BENJAMIN",1068380,174,142017.66
"HUFTEL, JOE",31745936,1208,141991.92
"STOKESBARY, ANDREW R (DREW)",24811997,308,141945
"BOGGS, KRISTIN",37970350,452,141917.65
"GONZALEZ, JULIO",129867,267,141841.28
"KELLER, WILLIAM F",6373320,103,141800
"LARSON, DAVID A",40587966,628,141778.72
"MATSON, HEATHER ANN",21093719,899,141771.71
"DALY, RICHARD (SKIP)",6508393,95,141718.93
"MOODY, JOSEPH E",6487189,309,141695.31
"BROWN, ROSEMARY M",6688099,385,141665.16
"MALLIOTAKIS, NICOLE",13009241,414,141362.36
"PERSAUD, ROXANNE J",26168826,225,141300
"WILLIAMS, BRADFORD",39794,306,141291.19
"SANFORD, SCOTT",12553365,244,141210.52
"BROUN, PAUL C",39525383,112,140950.23
"STONE, SHONDA D",38254698,135,140731.98
"DEMBROW, MICHAEL E",13005408,233,140665
"HUNTER JR, ROBERT NEAL (BOB)",6238465,569,140593.74
"TACKETT, CHARLES MACY (CHUCK)",9155059,117,140587.88
"KASPERZAK, MIKE",27916825,204,140457.72
"AFENDOULIS, CHRIS",101552,273,140375
"CRONIN, CLAIRE D",15749171,586,140306.64
"NYQUIST, LEE C",13703933,694,140274.52
"TOPPER, ALISHIA",3089075,482,140268.82
"DICKSON, THOMAS S (TOM)",6662701,174,140251.62
"HEROD, LESLIE",40461465,1109,140215.16
"FEENSTRA, RANDY L",6079832,352,140172.59
"PATEL, HARISH I",38445064,264,140107
"REEVES, ALBERT T (BERT)",24360983,243,140083.89
"PEAKE, ALLEN M",6671813,222,139775.31
"HORNER, DONNIE",41676653,307,139725
"GEYMANN, BRETT",41316477,194,139364.98
"CHANG, STANLEY",27744949,223,139295.67
"BURNS, ROBERT (BOB)",6602310,228,139277.53
"BURTON, ERIC LYON",8959038,264,139274.37
"HARPER, TYLER",12746039,264,139191.07
"BOISSIERE III, LAMBERT C",13010656,141,139100
"DORIOT, BLAKE",38525905,89,138920.29
"SMITH, GREG (HOOTIE)",13008031,110,138894.4
"FORT, VINCENT D",6376407,198,138856.16
"HANSEN, CHRISTOPHER JOSHI",40461463,811,138816.23
"DOGAN, SHAMED",3692351,160,138682.77
"PETTERSEN, BRITTANY",11022904,737,138642.22
"WOMACK, SHAWN A",12997636,283,138600.28
"MOYA, FRANCISCO P",6512491,192,138522.68
"MCCLAIN, STAN",41676728,198,138450
"JOHNSON, CURTIS",6658887,182,138393
"SPRINKLE, MIKE",6476765,144,138282.52
"VICK, BRANDON",6693401,294,138273.68
"GRASSLEY, PAT",6668217,387,138211.8
"SHAHEEN, MATTHEW F (MATT)",11677005,286,138018.79
"CELEBREZZE, NICHOLAS JOHN",3054635,240,137954.71
"DUNN, BOYD",40621860,59,137875
"HINOJOSA, LETICIA",37971265,203,137866.42
"EDWARDS, CHARLES MARION (CHUCK)",16671092,135,137846.13
"CUPP, ROBERT R",6561640,401,137676.5
"PAPEN, MARY KAY",5122971,189,137663.67
"HUMPHREY, KEITH",13703915,273,137637.48
"CLEVELAND, BOBBY",11029707,164,137630.65
"SHERIDAN, TIM",23421048,193,137588.17
"JACKSON, JEFFREY NEALE (JEFF)",26783102,832,137435.87
"MCLEOD, WRIGHT",23326680,247,137168
"MOORE, JAMES R (RANDY)",31808261,160,137147.42
"GARVEY, JOHN BURWELL",14799169,390,137131
"RAB, AEJAZ (RAJI)",25085304,52,137001
"SCHWARTZKOPF, PETER C",6415750,382,136962.91
"ROSENDALE SR, MATTHEW MARTIN",13003681,542,136876.89
"FRANZEN, MELISA",12745981,179,136769.98
"GRAY, MATTHEW O (MATT)",6019508,728,136703.57
"ROSENTHAL, LINDA B",6471193,243,136660
"JORDAN, JACK",38526027,52,136589.83
"KEISLING, KELLY T",6689103,201,136435
"GAMBRELL, MICHAEL W (MIKE)",6669972,233,136428.32
"SCHACHT, LISA L",2685000,547,136345.95
"FIGUEROA, NATALIE R",39176862,533,136292.23
"SADLER, BONNIE",39447226,247,136251.04
"YARBROUGH, STEVE",6604438,284,136220.29
"RICCELLI, MARCUS M",2637802,402,136188.5
"CROWDER, LARRY W",6650214,576,136138.57
"HARPER, JIM",42136128,182,135970.54
"SHERMAN, THOMAS (TOM)",13703813,314,135923
"HEIKES, JAN",6195464,444,135742.46
"PAXTON, LONNIE",39828132,218,135703.28
"SMYRE, CALVIN",7720760,188,135576
"MAGNARELLI, WILLIAM",5573324,369,135512.08
"ZUMWALT, JAMES",41676573,145,135503.23
"WILLIAMSON III, HUGH BREWSTER (BRUCE)",6688756,256,135467.24
"HINDS, ADAM G",41757744,594,135462.84
"PADILLA, MICHAEL",6488402,524,135440.93
"MCKOY-MITCHELL, RICKYE",38445421,720,135353.95
"LUCAS, JAMES H (JAY)",6573936,197,135249.03
"JEAN-BART, LESLIE",601968,346,135219.23
"WEILER, TODD",13013682,327,135212.75
"SANDERS JR, JAMES",15666251,129,135157.99
"JOHNSON, JERRY",10238620,265,135065.23
"REESE, GLENN",6388566,346,135007.8
"REED, JAMES EDWARD (JIM)",17657362,101,134958.68
"KIM, DONNA MERCADO",13010143,524,134953.5
"FAJARDO, KELLY K",8965094,254,134867.13
"HENKE, KATIE",6700148,185,134795.19
"HARRINGTON, NORA",40410288,391,134701.95
"MAYFIELD, RITA",6512085,179,134643.91
"SCHOR, ANDREW JASON",267015,420,134642.28
"NEAL, DINA",13009010,135,134585.24
"NEWTON, PAUL ROBERT",38445448,146,134556.19
"BROCK, ANDREW C",5893835,34,134525
"EVANS, JACK",5195175,349,134496
"RHOADS, KARL",12999428,264,134484.61
"VANDER LINDEN, GUY",6685606,298,134426.55
"YARBOROUGH, LAWRENCE EMIL (LARRY)",5939120,138,134364.45
"ALBERHASKY, RANDY CHARLES",15194262,381,134217.45
"LAMBETH, DONNY CARR",10886127,126,134212.22
"GALLOWAY, JOHN T",13005975,155,134198.82
"HARPER, KATE M",6603567,305,134084.1
"EXUM SR, THOMAS (TONY)",11022900,668,134055.95
"REED, WILLIAM BRANDON",39494761,178,134001.71
"TAYLOR, LENA CAROLYN",1306328,655,133926.9
"HOPKINS, LUKE T",9490602,828,133873.18
"KAUFMAN, JOSEPH (JOE)",6619798,325,133871.33
"SCHUBERT, LEIGHTON",28206511,265,133832.28
"KAPUCIAN, TIM L",13011618,363,133746.58
"STRINGER, DAVID",12253544,70,133678.55
"ABELER, JIM",6597958,152,133542.12
"SOUKI, JOSEPH M",6397098,241,133518
"TLUSTOS-ARNOLD, TAMIE",39434554,93,133459.8
"OLSON, ANDY",13005231,187,133373
"CLIBBORN, JUDITH R (JUDY)",2678541,284,133326
"URESTI, TOMAS",37969816,132,133285.63
"LEWIS, ANDREW JAMES",39434692,116,133118.6
"MARKS, ALEXANDER",39827566,204,133019.89
"MILLS, ROBERT M (ROBBY)",39494745,107,132987.53
"GUINASSO, JASON",39827505,316,132918.06
"HOWE, JOHN STERLING",13012398,99,132793.09
"OVERLY, SANNIE",6488212,181,132780.48
"JOHNSON, TERRY A",6687656,279,132719.65
"ADAMS, ADRIENNE E",41755668,699,132676
"LAPOLICE, ALAN",24844713,164,132642.83
"KEOUGH, SHAWN",6576041,360,132535.88
"BULLOCK, DONNA J",32089551,205,132533.33
"MARSICANO, MICHAEL P (MIKE)",15976041,55,132488.98
"CHANDLER, JOYCE",12746025,150,132415.31
"NARVAIZ, SUSAN",17658482,116,132353.83
"PHILLIPS, NICK",39827601,110,132314.69
"SWANSON, DANIEL M",38445092,104,132275.39
"SOSNOWSKI, JOE",6680931,192,132230.51
"BROWN, KATY",40461409,449,132110.12
"POST, BILL",22206744,312,131972.81
"MILLER, ROCKY",11029604,234,131893.63
"METCALFE, DARYL D",6570655,391,131736.73
"KIDD, WILLIAM E (BILL)",24811469,185,131719.99
"GABLER, MATTHEW M",13005753,378,131606.24
"SEILER, LES",6567790,130,131528.83
"CHAVEZ, VICKI K",39176865,257,131383.62
"ROZIER JR, VINSTON MILLER",38445496,688,131369.72
"ALEXANDER, THOMAS C",6610749,218,131362.35
"GREENE, GERALD E",6376348,191,131313.68
"WALLACE, MONICA P",41756108,633,131214.46
"HAEFNER, MARSHA ELLEN",6685052,169,131062.37
"BEAN, AARON PAUL",133513,193,131051.74
"HERNANDEZ, DANIEL",40621885,896,131028.8
"EVANS, MARCUS",16072351,72,131001.79
"DANIELS, JULIE J",14963531,464,130937.37
"WALSH, MARY BETH",5030725,227,130777.17
"HOF, DENNIS",39827522,19,130656
"BELL JR, CECIL",10238723,181,130630.88
"BYRNE III, JOHN",26187207,111,130540.91
"KNOTWELL, JOHN",13007232,187,130532.97
"WILLIAMS, ANGELA",6506126,550,130510.39
"WALKE, COLLIN",11998361,454,130451.32
"COURT, LOIS",3498102,1091,130422.24
"LYNN, JULIA",13011940,326,130291.43
"KOOYENGA, DALE P",6696125,560,130245.3
"CHEUNG, LELAND",15568233,537,130197.76
"HAMMOUD, ABDULLAH",39849843,603,130021
